# center_rad,density_per_rad,count
0.000125,956.28673455656588,1.5759242264935967e-29
0.00037500000000000001,1000.0856971719347,1.6481032537524594e-29
0.00062500000000000001,608.95321723629797,1.0035317788747748e-29
0.00087500000000000002,406.96295117096918,6.7065949035992255e-30
0.0011250000000000001,274.5328791129179,4.5241976023405116e-30
0.0013749999999999999,184.09968631229691,3.0338929242174783e-30
0.0016250000000000001,127.86894153842574,2.107231602244701e-30
0.0018749999999999999,93.056230863657504,1.5335313493836243e-30
0.0021250000000000002,67.773799590796187,1.1168864822346833e-30
0.0023749999999999999,46.136539644649417,7.6031265440799143e-31
0.0026250000000000002,39.042207790449638,6.4340075930570352e-31
0.002875,31.629217152495233,5.2123748844803859e-31
0.0031250000000000002,23.955363904949838,3.947753008388889e-31
0.003375,16.082399793726115,2.6503184180256378e-31
0.0036250000000000002,16.172741693216938,2.6652064200160719e-31
0.003875,8.12041412357922,1.338213412783913e-31
0.0041250000000000002,16.309244974609435,2.6877016424602124e-31
0.0043750000000000004,8.1889629355871829,1.349509996709737e-31
0.0046249999999999998,8.2119446325647623,1.3532972931056968e-31
0.004875,8.2349923844492494,1.3570954750994918e-31
0.0051250000000000002,0,0
0.0053750000000000004,8.2581061962925482,1.3609045435236562e-31
0.0056249999999999998,0,0
0.005875,8.281286073147184,1.3647244992108276e-31
0.0061250000000000002,0,0
0.0063750000000000005,8.3045320200662491,1.3685553429937364e-31
0.0066249999999999998,0,0
0.006875,0,0
0.0071250000000000003,0,0
0.0073750000000000005,8.3278440421026954,1.3723970757050891e-31
0.0076249999999999998,0,0
0.0078750000000000001,0,0
0.0081250000000000003,0,0
0.0083750000000000005,0,0
0.0086250000000000007,8.3512221443109009,1.3762496981778289e-31
0.0088750000000000009,0,0
0.0091249999999999994,0,0
0.0093749999999999997,0,0
0.0096249999999999999,0,0
0.0098750000000000001,0,0
0.010125,0,0
0.010375000000000001,0,0
0.010625000000000001,0,0
0.010875000000000001,0,0
0.011124999999999999,8.374666331744189,1.3801132112447238e-31
0.011375,0,0
0.011625,0,0
0.011875,0,0
0.012125,0,0
0.012375000000000001,0,0
0.012625000000000001,0,0
0.012875000000000001,0,0
0.013125,0,0
0.013375,0,0
0.013625,0,0
0.013875,0,0
0.014125,0,0
0.014375000000000001,0,0
0.014625000000000001,0,0
0.014875000000000001,0,0
0.015125,0,0
0.015375,0,0
0.015625,0,0
0.015875,0,0
0.016125,0,0
0.016375000000000001,0,0
0.016625000000000001,0,0
0.016875000000000001,0,0
0.017125000000000001,0,0
0.017375000000000002,0,0
0.017625000000000002,0,0
0.017875000000000002,0,0
0.018124999999999999,0,0
0.018374999999999999,0,0
0.018624999999999999,0,0
0.018874999999999999,0,0
0.019125,2.0762158840047116,3.4215249389097349e-32
0.019375,3.8958208160537589,6.4201647730103599e-32
0.019625,2.4261399093987639,3.9981864454675555e-32
0.019875,0,0
