# center_rad,density_per_rad,count
0.000125,91.30116433123699,15299.814734506666
0.00037500000000000001,258.18438839856572,43265.311442348051
0.00062500000000000001,391.08150317680531,65535.577651449152
0.00087500000000000002,468.01792841410565,78428.217751803168
0.0011250000000000001,496.25644910853123,83160.294699188031
0.0013749999999999999,471.65778569785954,79038.167718042823
0.0016250000000000001,420.06492489674326,70392.4815686691
0.0018749999999999999,348.73218691976501,58438.880718701839
0.0021250000000000002,272.48987400208324,45662.556658486959
0.0023749999999999999,206.74389371656812,34645.158082302994
0.0026250000000000002,148.30302235154466,24851.9149034525
0.002875,105.7082273473525,17714.081810173255
0.0031250000000000002,73.31349752205729,12285.527110659499
0.003375,52.947226301875482,8872.6442763177183
0.0036250000000000002,36.347784131137367,6090.9887326155258
0.003875,27.188887431116232,4556.184398966243
0.0041250000000000002,19.968426354297353,3346.2138845458753
0.0043750000000000004,15.575203260664294,2610.0184601799069
0.0046249999999999998,12.121571233299576,2031.2752364008797
0.004875,9.5906007034416092,1607.1472366216417
0.0051250000000000002,8.1769817118486987,1370.2596915944418
0.0053750000000000004,7.1950667236763772,1205.7150495396204
0.0056249999999999998,5.7729829477026708,967.40901621884461
0.005875,4.7656736063879617,798.60890928329502
0.0061250000000000002,4.3593639561097595,730.52147119164476
0.0063750000000000005,3.6567868525037022,612.78694282483286
0.0066249999999999998,3.3097306928910712,554.62892278821494
0.006875,2.7849140612817376,466.68264858650178
0.0071250000000000003,2.5394353142386668,425.54648807279807
0.0073750000000000005,2.2093087233876409,370.22544462333445
0.0076249999999999998,2.0400130357717301,341.85567875181465
0.0078750000000000001,1.7691399355862731,296.46405335738297
0.0081250000000000003,1.6590977386359311,278.02370554089509
0.0083750000000000005,1.4390133447352471,241.14300990791935
0.0086250000000000007,1.5490555416855891,259.58335772440722
0.0088750000000000009,0.96498541941069715,161.7076654676639
0.0091249999999999994,1.1766050289305856,197.16987280706365
0.0093749999999999997,1.0073093413146748,168.80010693554385
0.0096249999999999999,0.99037977255308374,165.96313034839187
0.0098750000000000001,0.95652063502990159,160.28917717408791
0.010125,0.78722494741399096,131.91941130256811
0.010375000000000001,0.82954886931796856,139.01185277044806
0.010625000000000001,0.65178839732126126,109.22359860535208
0.010875000000000001,0.71104188798683055,119.15301666038411
0.011124999999999999,0.45709835656296199,76.59836785310398
0.011375,0.54174620037091814,90.783250788864024
0.011625,0.55021098475171382,92.201739082440028
0.011875,0.41477443465898389,69.505926385223958
0.012125,0.44863357218216637,75.179879559527976
0.012375000000000001,0.5248166316093269,87.946274201712015
0.012625000000000001,0.40630965027818827,68.087438091647954
0.012875000000000001,0.41477443465898389,69.505926385223958
0.013125,0.44016878780137075,73.761391265951971
0.013375,0.33859137523182353,56.739531743039961
0.013625,0.26240831580466334,43.973137100855986
0.013875,0.33012659085102797,55.321043449463964
0.014125,0.24547874704307218,41.136160513703992
0.014375000000000001,0.27933788456625452,46.810113688007981
0.014625000000000001,0.2708731001854589,45.391625394431983
0.014875000000000001,0.25394353142386777,42.554648807279989
0.015125,0.17776047199670755,29.78825416509601
0.015375,0.24547874704307218,41.136160513703992
0.015625,0.21161960951988987,35.462207339400003
0.015875,0.19469004075829871,32.625230752248008
0.016125,0.21161960951988987,35.462207339400003
0.016375000000000001,0.14390133447352516,24.114300990792007
0.016625000000000001,0.14390133447352516,24.114300990792007
0.016875000000000001,0.17776047199670755,29.78825416509601
0.017125000000000001,0.2031548251390943,34.043719045824005
0.017375000000000002,0.16929568761591193,28.369765871520009
0.017625000000000002,0.18622525637750315,31.206742458672011
0.017875000000000002,0.10157741256954715,17.021859522912003
0.018124999999999999,0.18622525637750315,31.206742458672011
0.018374999999999999,0.12697176571193394,21.277324403640005
0.018624999999999999,0.11850698133113835,19.858836110064004
0.018874999999999999,0.12697176571193394,21.277324403640005
0.019125,0.10157741256954715,17.021859522912003
0.019375,0.067718275046364754,11.347906348607999
0.019625,0.13543655009272954,22.695812697216006
0.019875,0.11850698133113835,19.858836110064004
