z,x
0.0,-0.0
0.05262,-0.00109
0.10514,-0.00435
0.15749,-0.00978
0.20957,-0.01737
0.26129,-0.0271
0.31256,-0.03896
0.3633,-0.05293
0.41342,-0.06899
0.46283,-0.0871
0.51145,-0.10724
0.5592,-0.12937
0.606,-0.15346
0.65175,-0.17946
0.6964,-0.20733
0.73985,-0.23702
0.78204,-0.26847
0.82289,-0.30165
0.86234,-0.33649
0.90032,-0.37292
