z,x
0.0,-0.0
0.05844,-0.00121
0.11678,-0.00483
0.17493,-0.01086
0.23277,-0.01929
0.29022,-0.0301
0.34717,-0.04327
0.40353,-0.05879
0.45919,-0.07663
0.51408,-0.09674
0.56808,-0.11911
0.62112,-0.1437
0.67309,-0.17045
0.72391,-0.19933
0.7735,-0.23028
0.82177,-0.26326
0.86863,-0.2982
0.91401,-0.33505
0.95782,-0.37374
1.0,-0.41421
