z,x
0.0,-0.0
0.002506264045671442,-2.4666864837835675e-06
0.005012518380416654,-9.866736377496772e-06
0.00751875329334703,-2.2200121008368484e-05
0.010024959073649224,-3.9466792588918004e-05
0.01253112601062276,-6.166668421638966e-05
0.015037244393717675,-8.879970987388361e-05
0.017543304512572126,-0.00012086576442993185
0.020049296657050037,-0.000157864723639629
0.0225552111172787,-0.00019979644414434969
0.025061038183686407,-0.00024666076347287926
0.027566768147040083,-0.000298457500041838
0.030072391298482878,-0.0003551864531562465
0.03257789792957182,-0.0004168474030107979
0.035083278332315386,-0.0004834401106899992
0.037588522799211176,-0.0005549643181697263
0.0400936216232835,-0.0006314197483176478
0.042598565098120926,-0.0007128061048950632
0.04510334351791403,-0.000799123072557185
0.04760794717749285,-0.0008903703168548354
0.05011236637236462,-0.0009865474842361422
0.05261659139875125,-0.0010876542020466812
0.05512061255362705,-0.0011936900785323014
0.057624420134756216,-0.0013046547028396926
0.0601280044407305,-0.001420547645018646
0.06263135577100674,-0.0015413684560229017
0.06513446442594452,-0.001667116667712978
0.06763732070684365,-0.001797791792856734
0.07013991491598186,-0.0019333933251323406
0.07264223735665229,-0.0020739207391295518
0.07514427833320109,-0.0022193734903523895
0.077646028151065,-0.002369751015220559
0.08014747711680892,-0.002525052731071709
0.08264861553816338,-0.0026852780361644015
0.08514943372406227,-0.0028504263096796657
0.08764992198468018,-0.0030204969117238255
0.09015007063147008,-0.0031954891833304785
0.09264986997720093,-0.003375402446464172
0.0951493103359949,-0.003560236004021391
0.09764838202336538,-0.0037499891398348004
0.10014707535625399,-0.00394466111867494
0.1026453806530685,-0.004144251186253902
0.10514328823372013,-0.0043487585692274485
0.10764078841966114,-0.004558182475198689
0.11013787153392227,-0.004772522092720622
0.11263452790115035,-0.004991776591299816
0.11513074784764556,-0.005215945121399089
0.11762652170139927,-0.005445026814441187
0.12012183979213113,-0.005679020782811893
0.12261669245132681,-0.005917926119863846
0.12511107001227534,-0.006161741899919363
0.12760496281010658,-0.0064104671782746845
0.13009836118182877,-0.006664100991203649
0.13259125546636574,-0.006922642355960801
0.13508363600459458,-0.0071860902707856335
0.13757549313938303,-0.0074544437149065435
0.1400668172156267,-0.007727701648544795
0.14255759858028672,-0.008005863012918047
0.14504782758242699,-0.008288926730245165
0.1475374945732517,-0.008576891703749749
0.15002658990614254,-0.008869756817664805
0.15251510393669632,-0.009167520937237264
0.15500302702276203,-0.009470182908731518
0.15749034952447852,-0.009777741559434788
0.15997706180431162,-0.010090195697661227
0.16246315422709157,-0.01040754411275659
0.1649486171600504,-0.010729785575103165
0.1674334409728592,-0.011056918836124034
0.16991761603766528,-0.01138894262828857
0.17240113272912982,-0.011725855665116401
0.17488398142446487,-0.012067656641183777
0.1773661525034708,-0.012414344232127094
0.17984763634857348,-0.012765917094649259
0.18232842334486157,-0.013122373866524213
0.18480850388012382,-0.013483713166602452
0.18728786834488617,-0.01384993359481624
0.18976650713244925,-0.014221033732185279
0.19224441063892542,-0.014597012140821793
0.19472156926327588,-0.014977867363936602
0.1971979734073481,-0.01536359792584436
0.1996736134759128,-0.01575420233196948
0.2021484798767014,-0.016149679068851956
0.20462256302044293,-0.016550026604153115
0.20709585332090125,-0.016955243386661312
0.20956834119491227,-0.017365327846298843
0.21204001706242098,-0.0177802783941266
0.21451087134651867,-0.018200093422351717
0.21698089447347996,-0.01862477130433265
0.21945007687279997,-0.019054310394586254
0.2219184089772313,-0.019488709028793714
0.2243858812228212,-0.019927965523807045
0.22685248404894845,-0.020372078177655743
0.22931820789836072,-0.020821045269553282
0.23178304321721135,-0.021274865059904186
0.23424698045509643,-0.021733535790309823
0.23671001006509182,-0.022197055683576314
0.23917212250379,-0.022665422943720624
0.2416333082313374,-0.023138635755978045
0.24409355771147107,-0.02361669228680856
0.24655286141155558,-0.024099590683904767
0.24901120980262023,-0.024587329076198785
0.25146859335939575,-0.02507990557386892
0.2539250025603512,-0.025577318268347703
0.2563804278877312,-0.02607956523232912
0.2588348598275923,-0.02658664451977594
0.26128828886984,-0.027098554165927234
0.2637407055082661,-0.02761529218730612
0.2661921002405847,-0.02813685658172742
0.26864246356846977,-0.028663245328305276
0.2710917859975914,-0.029194456387461223
0.2735400580376528,-0.029730487700931806
0.27598727020242725,-0.03027133719177708
0.2784334130097945,-0.030817002764387945
0.280878476981778,-0.03136748230449463
0.28332245264458095,-0.03192277367917491
0.2857653305286237,-0.03248287473686242
0.2882071011685798,-0.03304778330735499
0.2906477551034133,-0.03361749720182248
0.2930872828764149,-0.03419201421281644
0.2955256750352389,-0.03477133211427725
0.29796292213193976,-0.03535544866154401
0.30039901472300856,-0.03594436159136255
0.3028339433694097,-0.0365380686218941
0.30526769863661757,-0.0371365674527246
0.3077002710946529,-0.037739855764873466
0.3101316513181196,-0.038347931220802205
0.31256182988624076,-0.03896079146442405
0.31499079738289576,-0.039578434121112414
0.3174185443966563,-0.0402008567977111
0.3198450615208232,-0.040828057082542175
0.32227033935346266,-0.04146003254541676
0.3246943684974425,-0.04209678073764346
0.327117139560469,-0.04273829919203803
0.32953864315512305,-0.04338458542293351
0.33195886989889656,-0.044035636926189024
0.3343778104142287,-0.04469145117919992
0.3367954553285424,-0.04535202564090783
0.33921179527428075,-0.046017357751809734
0.34162682088894275,-0.046687444933968515
0.34404052281512054,-0.047362284591022895
0.34645289170053467,-0.048041874108197304
0.34886391819807094,-0.04872621085231194
0.35127359296581656,-0.04941529217179307
0.353681906667096,-0.05010911539668365
0.3560888499705074,-0.05080767783865303
0.3584944135499591,-0.05151097679100792
0.36089858808470493,-0.05221900952870235
0.36330136425938114,-0.05293177330834889
0.365702732764042,-0.05364926536822878
0.36810268429419596,-0.054371482928302586
0.37050120955084204,-0.05509842319022147
0.3728982992405052,-0.055830083337337376
0.3752939440752731,-0.05656646053471476
