# center_GeV,density_per_GeV,count
6.2500000000000001e-05,165.86346673944021,1.366683475150921e-30
0.0001875,155.79485977774419,1.2837200654088804e-30
0.00031250000000000001,146.82831908830752,1.209837472512325e-30
0.00043750000000000001,152.93606547328443,1.2601641431098581e-30
0.00056250000000000007,148.73557773743846,1.2255529216696775e-30
0.00068749999999999996,144.6668416245999,1.1920273085887592e-30
0.00081250000000000007,126.83019963239568,1.045056765031852e-30
0.00093749999999999997,137.29885804528439,1.1313165227780862e-30
0.0010625000000000001,133.61163231273423,1.1009344827973114e-30
0.0011875,130.05576581001722,1.0716348179305427e-30
0.0013125000000000001,121.17420999867655,9.9845248429429785e-31
0.0014375,116.60535537032781,9.6080598959790892e-31
0.0015625000000000001,120.48566216078613,9.9277898083754205e-31
0.0016875,117.44113780602014,9.676926781866413e-31
0.0018125000000000001,114.52748133423724,9.4368470204498899e-31
0.0019375,106.2181156479613,8.7521710640345256e-31
0.0020625000000000001,103.82523974496583,8.5550026327338485e-31
0.0021875000000000002,106.81701168400801,8.8015189603427719e-31
0.0023124999999999999,104.41278470140782,8.6034152216337874e-31
0.0024375,102.13893609643775,8.4160544137055754e-31
0.0025625000000000001,95.702425223455776,7.8856981381097784e-31
0.0026875000000000002,93.993332980275056,7.7448721821484777e-31
0.0028124999999999999,94.851424959373375,7.8155773320556312e-31
0.0029375,94.514819960114892,7.787841719193852e-31
0.0030625000000000001,92.87838605818618,7.6530026726028345e-31
0.0031875000000000002,89.229490345120439,7.3523405936273578e-31
0.0033124999999999999,86.971013593296604,7.1662463972134471e-31
0.0034375,85.091164964734716,7.0113504392942375e-31
0.0035625000000000001,87.735534571979883,7.2292414743399874e-31
0.0036875000000000002,86.734131172262721,7.1467277354644231e-31
0.0038124999999999999,85.862033704632935,7.0748685598930516e-31
0.0039375,82.951479023344362,6.8350443801242116e-31
0.0040625000000000001,82.014991907156599,6.757879619761632e-31
0.0041875000000000002,80.294703512285082,6.6161311221579851e-31
0.0043125000000000004,83.694515199624931,6.8962691503237429e-31
0.0044375000000000005,83.454589302210053,6.8764997118992597e-31
0.0045624999999999997,83.343387197227486,6.8673368695766391e-31
0.0046874999999999998,83.360810477074978,6.8687725147562909e-31
0.0048124999999999999,80.348196760111975,6.6205388642168208e-31
0.0049375,81.670062459528665,6.7294580881589806e-31
0.0050625000000000002,81.013328903329565,6.6753444900002978e-31
0.0051875000000000003,84.655930031662038,6.9754879071446305e-31
0.0053125000000000004,85.302197714529214,7.0287391372112346e-31
0.0054375000000000005,86.076511706644155,7.0925411400515619e-31
0.0055624999999999997,86.978774118230277,7.1668858497338753e-31
0.0056874999999999998,85.94368051261894,7.0815961018567431e-31
0.0058125,86.895290837479848,7.1600069859011163e-31
0.0059375000000000001,88.237169526432425,7.2705752421844374e-31
0.0060625000000000002,89.16336895035947,7.3468923162369116e-31
0.0061875000000000003,93.246104753510451,7.6833019949480751e-31
0.0063125000000000004,94.901274298263544,7.8196848229363935e-31
0.0064375000000000005,96.68371885807791,7.9665548705218448e-31
0.0065624999999999998,98.593341132307131,8.123904120315899e-31
0.0066874999999999999,100.63004389459685,8.2917245610515498e-31
0.0068125,100.0256350881611,8.2419224229297727e-31
0.0069375000000000001,102.69226935710077,8.4616480238275389e-31
0.0070625000000000002,104.99765289400229,8.6516072502747861e-31
0.0071875000000000003,106.58719391035241,8.7825824121248039e-31
0.0073125000000000004,112.44360832004753,9.2651398405149605e-31
0.0074375000000000005,115.22811089441903,9.4945775659959408e-31
0.0075624999999999998,118.13902511484724,9.7344313711072668e-31
0.0076874999999999999,121.176254339718,9.9846932927634152e-31
0.0078125,124.33970200115077,1.0245355373954374e-30
0.0079375000000000001,127.62927160487233,1.0516409663735234e-30
0.0080625000000000002,131.04486673030803,1.0797848217233707e-30
0.0081875000000000003,134.58639103036501,1.1089663095632265e-30
0.0083125000000000004,133.74457362861654,1.1020298939999881e-30
0.0084375000000000006,138.56770843171,1.141771609058725e-30
0.0085625000000000007,139.17740543051082,1.1467953965719764e-30
0.0086875000000000008,149.5997809392012,1.2326737919748729e-30
0.0088125000000000009,153.75696793926792,1.2669282235732957e-30
0.008937500000000001,158.03951715994782,1.3022156160683418e-30
0.0090624999999999994,162.44733276008336,1.3385351797470699e-30
0.0091874999999999995,16.49198303174542,1.3589080901922502e-31
0.0093124999999999996,0,0
0.0094374999999999997,0,0
0.0095624999999999998,0,0
0.0096874999999999999,0,0
0.0098125,0,0
0.0099375000000000002,0,0
